id,category,name,role,description_cs,path_native,path_2x,path_webp,width,height,has_alpha,alpha_bbox,source_board,source_rect,derived_from,state,semantic,text_baked,content_rect,nine_slice,production_status,notes
taskbar.window.attention.blank,bars/taskbar/windows,taskbar_window_attention_blank,taskbar-window-button,Čisté taskbar tlačítko attention.,assets/native/bars/taskbar/windows/taskbar_window_attention_blank.png,assets/2x/bars/taskbar/windows/taskbar_window_attention_blank@2x.png,assets/webp/bars/taskbar/windows/taskbar_window_attention_blank.webp,145,40,False,"[0, 0, 145, 40]",bars,"[1228, 557, 1373, 597]",taskbar.window.attention.reference,attention,,False,"[28, 7, 93, 26]","{""left"": 9, ""top"": 7, ""right"": 9, ""bottom"": 7}",production,"Icon slot: [8,7,19,h-14]. Label slot je v content_rect. Bez zdrojového glyphu a textu."
taskbar.window.attention.reference,bars/taskbar/reference,taskbar_window_attention_reference,taskbar-window-reference,Referenční taskbar button attention.,assets/native/bars/taskbar/reference/taskbar_window_attention_reference.png,assets/2x/bars/taskbar/reference/taskbar_window_attention_reference@2x.png,assets/webp/bars/taskbar/reference/taskbar_window_attention_reference.webp,145,40,False,"[0, 0, 145, 40]",bars,"[1228, 557, 1373, 597]",,attention,,True,,,reference,
taskbar.window.disabled.blank,bars/taskbar/windows,taskbar_window_disabled_blank,taskbar-window-button,Čisté taskbar tlačítko disabled.,assets/native/bars/taskbar/windows/taskbar_window_disabled_blank.png,assets/2x/bars/taskbar/windows/taskbar_window_disabled_blank@2x.png,assets/webp/bars/taskbar/windows/taskbar_window_disabled_blank.webp,141,40,False,"[0, 0, 141, 40]",bars,"[1382, 557, 1523, 597]",taskbar.window.disabled.reference,disabled,,False,"[28, 7, 77, 26]","{""left"": 9, ""top"": 7, ""right"": 9, ""bottom"": 7}",production,"Icon slot: [8,7,19,h-14]. Label slot je v content_rect. Bez zdrojového glyphu a textu."
taskbar.window.disabled.reference,bars/taskbar/reference,taskbar_window_disabled_reference,taskbar-window-reference,Referenční taskbar button disabled.,assets/native/bars/taskbar/reference/taskbar_window_disabled_reference.png,assets/2x/bars/taskbar/reference/taskbar_window_disabled_reference@2x.png,assets/webp/bars/taskbar/reference/taskbar_window_disabled_reference.webp,141,40,False,"[0, 0, 141, 40]",bars,"[1382, 557, 1523, 597]",,disabled,,True,,,reference,
taskbar.window.icon_only,bars/taskbar/windows,taskbar_window_icon_only,taskbar-window-button,Ikonové taskbar tlačítko.,assets/native/bars/taskbar/windows/taskbar_window_icon_only.png,assets/2x/bars/taskbar/windows/taskbar_window_icon_only@2x.png,assets/webp/bars/taskbar/windows/taskbar_window_icon_only.webp,67,40,False,"[0, 0, 67, 40]",bars,"[1545, 557, 1612, 597]",,icon_only,,False,,,production,
taskbar.window.icon_only.reference,bars/taskbar/reference,taskbar_window_icon_only_reference,taskbar-window-reference,Referenční taskbar button icon_only.,assets/native/bars/taskbar/reference/taskbar_window_icon_only_reference.png,assets/2x/bars/taskbar/reference/taskbar_window_icon_only_reference@2x.png,assets/webp/bars/taskbar/reference/taskbar_window_icon_only_reference.webp,67,40,False,"[0, 0, 67, 40]",bars,"[1545, 557, 1612, 597]",,icon_only,,True,,,reference,
taskbar.window.inactive.blank,bars/taskbar/windows,taskbar_window_inactive_blank,taskbar-window-button,Čisté taskbar tlačítko inactive.,assets/native/bars/taskbar/windows/taskbar_window_inactive_blank.png,assets/2x/bars/taskbar/windows/taskbar_window_inactive_blank@2x.png,assets/webp/bars/taskbar/windows/taskbar_window_inactive_blank.webp,143,41,False,"[0, 0, 143, 41]",bars,"[930, 556, 1073, 597]",taskbar.window.inactive.reference,inactive,,False,"[28, 7, 79, 27]","{""left"": 9, ""top"": 7, ""right"": 9, ""bottom"": 7}",production,"Icon slot: [8,7,19,h-14]. Label slot je v content_rect. Bez zdrojového glyphu a textu."
taskbar.window.inactive.reference,bars/taskbar/reference,taskbar_window_inactive_reference,taskbar-window-reference,Referenční taskbar button inactive.,assets/native/bars/taskbar/reference/taskbar_window_inactive_reference.png,assets/2x/bars/taskbar/reference/taskbar_window_inactive_reference@2x.png,assets/webp/bars/taskbar/reference/taskbar_window_inactive_reference.webp,143,41,False,"[0, 0, 143, 41]",bars,"[930, 556, 1073, 597]",,inactive,,True,,,reference,
taskbar.window.minimized.blank,bars/taskbar/windows,taskbar_window_minimized_blank,taskbar-window-button,Čisté taskbar tlačítko minimized.,assets/native/bars/taskbar/windows/taskbar_window_minimized_blank.png,assets/2x/bars/taskbar/windows/taskbar_window_minimized_blank@2x.png,assets/webp/bars/taskbar/windows/taskbar_window_minimized_blank.webp,139,40,False,"[0, 0, 139, 40]",bars,"[1081, 557, 1220, 597]",taskbar.window.minimized.reference,minimized,,False,"[28, 7, 75, 26]","{""left"": 9, ""top"": 7, ""right"": 9, ""bottom"": 7}",production,"Icon slot: [8,7,19,h-14]. Label slot je v content_rect. Bez zdrojového glyphu a textu."
taskbar.window.minimized.reference,bars/taskbar/reference,taskbar_window_minimized_reference,taskbar-window-reference,Referenční taskbar button minimized.,assets/native/bars/taskbar/reference/taskbar_window_minimized_reference.png,assets/2x/bars/taskbar/reference/taskbar_window_minimized_reference@2x.png,assets/webp/bars/taskbar/reference/taskbar_window_minimized_reference.webp,139,40,False,"[0, 0, 139, 40]",bars,"[1081, 557, 1220, 597]",,minimized,,True,,,reference,
texture.diamond_plate,textures/tiles,texture_diamond_plate,texture-tile,"Čistá 64×64 materiálová textura diamond_plate, bez rámu a popisku.",assets/native/textures/tiles/texture_diamond_plate.png,assets/2x/textures/tiles/texture_diamond_plate@2x.png,assets/webp/textures/tiles/texture_diamond_plate.webp,64,64,False,"[0, 0, 64, 64]",master,"[1302, 814, 1334, 858]",,,,False,,,production,"Centrální materiálový vzorek, zrcadlově rozšířený pro čisté okraje."
texture.metal_worn_1,textures/tiles,texture_metal_worn_1,texture-tile,"Čistá 64×64 materiálová textura metal_worn_1, bez rámu a popisku.",assets/native/textures/tiles/texture_metal_worn_1.png,assets/2x/textures/tiles/texture_metal_worn_1@2x.png,assets/webp/textures/tiles/texture_metal_worn_1.webp,64,64,False,"[0, 0, 64, 64]",master,"[1472, 814, 1504, 858]",,,,False,,,production,"Centrální materiálový vzorek, zrcadlově rozšířený pro čisté okraje."
texture.metal_worn_2,textures/tiles,texture_metal_worn_2,texture-tile,"Čistá 64×64 materiálová textura metal_worn_2, bez rámu a popisku.",assets/native/textures/tiles/texture_metal_worn_2.png,assets/2x/textures/tiles/texture_metal_worn_2@2x.png,assets/webp/textures/tiles/texture_metal_worn_2.webp,64,64,False,"[0, 0, 64, 64]",master,"[1534, 814, 1567, 858]",,,,False,,,production,"Centrální materiálový vzorek, zrcadlově rozšířený pro čisté okraje."
texture.metal_worn_3,textures/tiles,texture_metal_worn_3,texture-tile,"Čistá 64×64 materiálová textura metal_worn_3, bez rámu a popisku.",assets/native/textures/tiles/texture_metal_worn_3.png,assets/2x/textures/tiles/texture_metal_worn_3@2x.png,assets/webp/textures/tiles/texture_metal_worn_3.webp,64,64,False,"[0, 0, 64, 64]",master,"[1598, 814, 1630, 858]",,,,False,,,production,"Centrální materiálový vzorek, zrcadlově rozšířený pro čisté okraje."
texture.panel_dark,textures/tiles,texture_panel_dark,texture-tile,"Čistá 64×64 materiálová textura panel_dark, bez rámu a popisku.",assets/native/textures/tiles/texture_panel_dark.png,assets/2x/textures/tiles/texture_panel_dark@2x.png,assets/webp/textures/tiles/texture_panel_dark.webp,64,64,False,"[0, 0, 64, 64]",master,"[1247, 814, 1275, 858]",,,,False,,,production,"Centrální materiálový vzorek, zrcadlově rozšířený pro čisté okraje."
texture.paper,textures/tiles,texture_paper,texture-tile,"Čistá 64×64 materiálová textura paper, bez rámu a popisku.",assets/native/textures/tiles/texture_paper.png,assets/2x/textures/tiles/texture_paper@2x.png,assets/webp/textures/tiles/texture_paper.webp,64,64,False,"[0, 0, 64, 64]",master,"[1366, 814, 1401, 858]",,,,False,,,production,"Centrální materiálový vzorek, zrcadlově rozšířený pro čisté okraje."
titlebar.active.blank,windows/titlebars,titlebar_active_blank,titlebar,Čistá titulková lišta — active.,assets/native/windows/titlebars/titlebar_active_blank.png,assets/2x/windows/titlebars/titlebar_active_blank@2x.png,assets/webp/windows/titlebars/titlebar_active_blank.webp,368,32,False,"[0, 0, 368, 32]",windows,"[157, 342, 525, 374]",,active,,False,"[10, 5, 308, 22]","{""left"": 8, ""top"": 6, ""right"": 8, ""bottom"": 6}",production,
titlebar.attention.blank,windows/titlebars,titlebar_attention_blank,titlebar,Čistá titulková lišta — attention.,assets/native/windows/titlebars/titlebar_attention_blank.png,assets/2x/windows/titlebars/titlebar_attention_blank@2x.png,assets/webp/windows/titlebars/titlebar_attention_blank.webp,366,31,False,"[0, 0, 366, 31]",windows,"[159, 425, 525, 456]",,attention,,False,"[10, 5, 306, 21]","{""left"": 8, ""top"": 6, ""right"": 8, ""bottom"": 6}",production,
titlebar.inactive.blank,windows/titlebars,titlebar_inactive_blank,titlebar,Čistá titulková lišta — inactive.,assets/native/windows/titlebars/titlebar_inactive_blank.png,assets/2x/windows/titlebars/titlebar_inactive_blank@2x.png,assets/webp/windows/titlebars/titlebar_inactive_blank.webp,368,31,False,"[0, 0, 368, 31]",windows,"[157, 383, 525, 414]",,inactive,,False,"[10, 5, 308, 21]","{""left"": 8, ""top"": 6, ""right"": 8, ""bottom"": 6}",production,
titlebar.pinned.blank,windows/titlebars,titlebar_pinned_blank,titlebar,Čistá titulková lišta — pinned.,assets/native/windows/titlebars/titlebar_pinned_blank.png,assets/2x/windows/titlebars/titlebar_pinned_blank@2x.png,assets/webp/windows/titlebars/titlebar_pinned_blank.webp,368,31,False,"[0, 0, 368, 31]",windows,"[158, 468, 526, 499]",,pinned,,False,"[10, 5, 308, 21]","{""left"": 8, ""top"": 6, ""right"": 8, ""bottom"": 6}",production,
window.audit.composite_blank,windows/composites,window_audit_composite_blank,window-composite,Kompletní čisté okno audit.,assets/native/windows/composites/window_audit_composite_blank.png,assets/2x/windows/composites/window_audit_composite_blank@2x.png,assets/webp/windows/composites/window_audit_composite_blank.webp,173,164,False,"[0, 0, 173, 164]",windows,"[895, 115, 1068, 279]",,,,False,"[8, 28, 157, 128]",,production,
window.audit.content,windows/content_surfaces,window_audit_content,window-content-surface,Přesná čistá obsahová plocha pro audit.,assets/native/windows/content_surfaces/window_audit_content.png,assets/2x/windows/content_surfaces/window_audit_content@2x.png,assets/webp/windows/content_surfaces/window_audit_content.webp,157,128,False,"[0, 0, 157, 128]",,,window.audit.composite_blank,,,False,,,production,
window.audit.frame,windows/frames,window_audit_frame,window-frame,Rám okna audit s průhledným content slotem.,assets/native/windows/frames/window_audit_frame.png,assets/2x/windows/frames/window_audit_frame@2x.png,assets/webp/windows/frames/window_audit_frame.webp,173,164,True,"[0, 0, 173, 164]",windows,"[895, 115, 1068, 279]",window.audit.composite_blank,,,False,"[8, 28, 157, 128]","{""left"": 8, ""top"": 28, ""right"": 8, ""bottom"": 8}",production,
window.audit.frame.slice.b,nine_slice,window_audit_frame_b,nine-slice-piece,9-slice díl b pro window.audit.frame.,assets/native/nine_slice/window_audit_frame_b.png,assets/2x/nine_slice/window_audit_frame_b@2x.png,assets/webp/nine_slice/window_audit_frame_b.webp,157,8,False,"[0, 0, 157, 8]",,,window.audit.frame,,,False,,,production,
window.audit.frame.slice.bl,nine_slice,window_audit_frame_bl,nine-slice-piece,9-slice díl bl pro window.audit.frame.,assets/native/nine_slice/window_audit_frame_bl.png,assets/2x/nine_slice/window_audit_frame_bl@2x.png,assets/webp/nine_slice/window_audit_frame_bl.webp,8,8,False,"[0, 0, 8, 8]",,,window.audit.frame,,,False,,,production,
window.audit.frame.slice.br,nine_slice,window_audit_frame_br,nine-slice-piece,9-slice díl br pro window.audit.frame.,assets/native/nine_slice/window_audit_frame_br.png,assets/2x/nine_slice/window_audit_frame_br@2x.png,assets/webp/nine_slice/window_audit_frame_br.webp,8,8,False,"[0, 0, 8, 8]",,,window.audit.frame,,,False,,,production,
window.audit.frame.slice.c,nine_slice,window_audit_frame_c,nine-slice-piece,9-slice díl c pro window.audit.frame.,assets/native/nine_slice/window_audit_frame_c.png,assets/2x/nine_slice/window_audit_frame_c@2x.png,assets/webp/nine_slice/window_audit_frame_c.webp,157,128,True,,,,window.audit.frame,,,False,,,production,
window.audit.frame.slice.l,nine_slice,window_audit_frame_l,nine-slice-piece,9-slice díl l pro window.audit.frame.,assets/native/nine_slice/window_audit_frame_l.png,assets/2x/nine_slice/window_audit_frame_l@2x.png,assets/webp/nine_slice/window_audit_frame_l.webp,8,128,False,"[0, 0, 8, 128]",,,window.audit.frame,,,False,,,production,
window.audit.frame.slice.r,nine_slice,window_audit_frame_r,nine-slice-piece,9-slice díl r pro window.audit.frame.,assets/native/nine_slice/window_audit_frame_r.png,assets/2x/nine_slice/window_audit_frame_r@2x.png,assets/webp/nine_slice/window_audit_frame_r.webp,8,128,False,"[0, 0, 8, 128]",,,window.audit.frame,,,False,,,production,
window.audit.frame.slice.t,nine_slice,window_audit_frame_t,nine-slice-piece,9-slice díl t pro window.audit.frame.,assets/native/nine_slice/window_audit_frame_t.png,assets/2x/nine_slice/window_audit_frame_t@2x.png,assets/webp/nine_slice/window_audit_frame_t.webp,157,28,False,"[0, 0, 157, 28]",,,window.audit.frame,,,False,,,production,
window.audit.frame.slice.tl,nine_slice,window_audit_frame_tl,nine-slice-piece,9-slice díl tl pro window.audit.frame.,assets/native/nine_slice/window_audit_frame_tl.png,assets/2x/nine_slice/window_audit_frame_tl@2x.png,assets/webp/nine_slice/window_audit_frame_tl.webp,8,28,False,"[0, 0, 8, 28]",,,window.audit.frame,,,False,,,production,
window.audit.frame.slice.tr,nine_slice,window_audit_frame_tr,nine-slice-piece,9-slice díl tr pro window.audit.frame.,assets/native/nine_slice/window_audit_frame_tr.png,assets/2x/nine_slice/window_audit_frame_tr@2x.png,assets/webp/nine_slice/window_audit_frame_tr.webp,8,28,False,"[0, 0, 8, 28]",,,window.audit.frame,,,False,,,production,
window.compact_module.composite_blank,windows/composites,window_compact_module_composite_blank,window-composite,Kompletní čisté okno compact_module.,assets/native/windows/composites/window_compact_module_composite_blank.png,assets/2x/windows/composites/window_compact_module_composite_blank@2x.png,assets/webp/windows/composites/window_compact_module_composite_blank.webp,168,139,False,"[0, 0, 168, 139]",windows,"[29, 115, 197, 254]",,,,False,"[8, 27, 152, 104]",,production,
window.compact_module.content,windows/content_surfaces,window_compact_module_content,window-content-surface,Přesná čistá obsahová plocha pro compact_module.,assets/native/windows/content_surfaces/window_compact_module_content.png,assets/2x/windows/content_surfaces/window_compact_module_content@2x.png,assets/webp/windows/content_surfaces/window_compact_module_content.webp,152,104,False,"[0, 0, 152, 104]",,,window.compact_module.composite_blank,,,False,,,production,
window.compact_module.frame,windows/frames,window_compact_module_frame,window-frame,Rám okna compact_module s průhledným content slotem.,assets/native/windows/frames/window_compact_module_frame.png,assets/2x/windows/frames/window_compact_module_frame@2x.png,assets/webp/windows/frames/window_compact_module_frame.webp,168,139,True,"[0, 0, 168, 139]",windows,"[29, 115, 197, 254]",window.compact_module.composite_blank,,,False,"[8, 27, 152, 104]","{""left"": 8, ""top"": 28, ""right"": 8, ""bottom"": 8}",production,
window.compact_module.frame.slice.b,nine_slice,window_compact_module_frame_b,nine-slice-piece,9-slice díl b pro window.compact_module.frame.,assets/native/nine_slice/window_compact_module_frame_b.png,assets/2x/nine_slice/window_compact_module_frame_b@2x.png,assets/webp/nine_slice/window_compact_module_frame_b.webp,152,8,False,"[0, 0, 152, 8]",,,window.compact_module.frame,,,False,,,production,
window.compact_module.frame.slice.bl,nine_slice,window_compact_module_frame_bl,nine-slice-piece,9-slice díl bl pro window.compact_module.frame.,assets/native/nine_slice/window_compact_module_frame_bl.png,assets/2x/nine_slice/window_compact_module_frame_bl@2x.png,assets/webp/nine_slice/window_compact_module_frame_bl.webp,8,8,False,"[0, 0, 8, 8]",,,window.compact_module.frame,,,False,,,production,
window.compact_module.frame.slice.br,nine_slice,window_compact_module_frame_br,nine-slice-piece,9-slice díl br pro window.compact_module.frame.,assets/native/nine_slice/window_compact_module_frame_br.png,assets/2x/nine_slice/window_compact_module_frame_br@2x.png,assets/webp/nine_slice/window_compact_module_frame_br.webp,8,8,False,"[0, 0, 8, 8]",,,window.compact_module.frame,,,False,,,production,
window.compact_module.frame.slice.c,nine_slice,window_compact_module_frame_c,nine-slice-piece,9-slice díl c pro window.compact_module.frame.,assets/native/nine_slice/window_compact_module_frame_c.png,assets/2x/nine_slice/window_compact_module_frame_c@2x.png,assets/webp/nine_slice/window_compact_module_frame_c.webp,152,103,True,,,,window.compact_module.frame,,,False,,,production,
window.compact_module.frame.slice.l,nine_slice,window_compact_module_frame_l,nine-slice-piece,9-slice díl l pro window.compact_module.frame.,assets/native/nine_slice/window_compact_module_frame_l.png,assets/2x/nine_slice/window_compact_module_frame_l@2x.png,assets/webp/nine_slice/window_compact_module_frame_l.webp,8,103,False,"[0, 0, 8, 103]",,,window.compact_module.frame,,,False,,,production,
window.compact_module.frame.slice.r,nine_slice,window_compact_module_frame_r,nine-slice-piece,9-slice díl r pro window.compact_module.frame.,assets/native/nine_slice/window_compact_module_frame_r.png,assets/2x/nine_slice/window_compact_module_frame_r@2x.png,assets/webp/nine_slice/window_compact_module_frame_r.webp,8,103,False,"[0, 0, 8, 103]",,,window.compact_module.frame,,,False,,,production,
window.compact_module.frame.slice.t,nine_slice,window_compact_module_frame_t,nine-slice-piece,9-slice díl t pro window.compact_module.frame.,assets/native/nine_slice/window_compact_module_frame_t.png,assets/2x/nine_slice/window_compact_module_frame_t@2x.png,assets/webp/nine_slice/window_compact_module_frame_t.webp,152,28,True,"[0, 0, 152, 27]",,,window.compact_module.frame,,,False,,,production,
window.compact_module.frame.slice.tl,nine_slice,window_compact_module_frame_tl,nine-slice-piece,9-slice díl tl pro window.compact_module.frame.,assets/native/nine_slice/window_compact_module_frame_tl.png,assets/2x/nine_slice/window_compact_module_frame_tl@2x.png,assets/webp/nine_slice/window_compact_module_frame_tl.webp,8,28,False,"[0, 0, 8, 28]",,,window.compact_module.frame,,,False,,,production,
window.compact_module.frame.slice.tr,nine_slice,window_compact_module_frame_tr,nine-slice-piece,9-slice díl tr pro window.compact_module.frame.,assets/native/nine_slice/window_compact_module_frame_tr.png,assets/2x/nine_slice/window_compact_module_frame_tr@2x.png,assets/webp/nine_slice/window_compact_module_frame_tr.webp,8,28,False,"[0, 0, 8, 28]",,,window.compact_module.frame,,,False,,,production,
window.document_memo.composite_blank,windows/composites,window_document_memo_composite_blank,window-composite,Kompletní čisté okno document_memo.,assets/native/windows/composites/window_document_memo_composite_blank.png,assets/2x/windows/composites/window_document_memo_composite_blank@2x.png,assets/webp/windows/composites/window_document_memo_composite_blank.webp,196,158,False,"[0, 0, 196, 158]",windows,"[471, 112, 667, 270]",,,,False,"[8, 28, 180, 122]",,production,
window.document_memo.content,windows/content_surfaces,window_document_memo_content,window-content-surface,Přesná čistá obsahová plocha pro document_memo.,assets/native/windows/content_surfaces/window_document_memo_content.png,assets/2x/windows/content_surfaces/window_document_memo_content@2x.png,assets/webp/windows/content_surfaces/window_document_memo_content.webp,180,122,False,"[0, 0, 180, 122]",,,window.document_memo.composite_blank,,,False,,,production,
window.document_memo.frame,windows/frames,window_document_memo_frame,window-frame,Rám okna document_memo s průhledným content slotem.,assets/native/windows/frames/window_document_memo_frame.png,assets/2x/windows/frames/window_document_memo_frame@2x.png,assets/webp/windows/frames/window_document_memo_frame.webp,196,158,True,"[0, 0, 196, 158]",windows,"[471, 112, 667, 270]",window.document_memo.composite_blank,,,False,"[8, 28, 180, 122]","{""left"": 8, ""top"": 28, ""right"": 8, ""bottom"": 8}",production,
window.document_memo.frame.slice.b,nine_slice,window_document_memo_frame_b,nine-slice-piece,9-slice díl b pro window.document_memo.frame.,assets/native/nine_slice/window_document_memo_frame_b.png,assets/2x/nine_slice/window_document_memo_frame_b@2x.png,assets/webp/nine_slice/window_document_memo_frame_b.webp,180,8,False,"[0, 0, 180, 8]",,,window.document_memo.frame,,,False,,,production,
window.document_memo.frame.slice.bl,nine_slice,window_document_memo_frame_bl,nine-slice-piece,9-slice díl bl pro window.document_memo.frame.,assets/native/nine_slice/window_document_memo_frame_bl.png,assets/2x/nine_slice/window_document_memo_frame_bl@2x.png,assets/webp/nine_slice/window_document_memo_frame_bl.webp,8,8,False,"[0, 0, 8, 8]",,,window.document_memo.frame,,,False,,,production,
window.document_memo.frame.slice.br,nine_slice,window_document_memo_frame_br,nine-slice-piece,9-slice díl br pro window.document_memo.frame.,assets/native/nine_slice/window_document_memo_frame_br.png,assets/2x/nine_slice/window_document_memo_frame_br@2x.png,assets/webp/nine_slice/window_document_memo_frame_br.webp,8,8,False,"[0, 0, 8, 8]",,,window.document_memo.frame,,,False,,,production,
window.document_memo.frame.slice.c,nine_slice,window_document_memo_frame_c,nine-slice-piece,9-slice díl c pro window.document_memo.frame.,assets/native/nine_slice/window_document_memo_frame_c.png,assets/2x/nine_slice/window_document_memo_frame_c@2x.png,assets/webp/nine_slice/window_document_memo_frame_c.webp,180,122,True,,,,window.document_memo.frame,,,False,,,production,
window.document_memo.frame.slice.l,nine_slice,window_document_memo_frame_l,nine-slice-piece,9-slice díl l pro window.document_memo.frame.,assets/native/nine_slice/window_document_memo_frame_l.png,assets/2x/nine_slice/window_document_memo_frame_l@2x.png,assets/webp/nine_slice/window_document_memo_frame_l.webp,8,122,False,"[0, 0, 8, 122]",,,window.document_memo.frame,,,False,,,production,
window.document_memo.frame.slice.r,nine_slice,window_document_memo_frame_r,nine-slice-piece,9-slice díl r pro window.document_memo.frame.,assets/native/nine_slice/window_document_memo_frame_r.png,assets/2x/nine_slice/window_document_memo_frame_r@2x.png,assets/webp/nine_slice/window_document_memo_frame_r.webp,8,122,False,"[0, 0, 8, 122]",,,window.document_memo.frame,,,False,,,production,
window.document_memo.frame.slice.t,nine_slice,window_document_memo_frame_t,nine-slice-piece,9-slice díl t pro window.document_memo.frame.,assets/native/nine_slice/window_document_memo_frame_t.png,assets/2x/nine_slice/window_document_memo_frame_t@2x.png,assets/webp/nine_slice/window_document_memo_frame_t.webp,180,28,False,"[0, 0, 180, 28]",,,window.document_memo.frame,,,False,,,production,
window.document_memo.frame.slice.tl,nine_slice,window_document_memo_frame_tl,nine-slice-piece,9-slice díl tl pro window.document_memo.frame.,assets/native/nine_slice/window_document_memo_frame_tl.png,assets/2x/nine_slice/window_document_memo_frame_tl@2x.png,assets/webp/nine_slice/window_document_memo_frame_tl.webp,8,28,False,"[0, 0, 8, 28]",,,window.document_memo.frame,,,False,,,production,
window.document_memo.frame.slice.tr,nine_slice,window_document_memo_frame_tr,nine-slice-piece,9-slice díl tr pro window.document_memo.frame.,assets/native/nine_slice/window_document_memo_frame_tr.png,assets/2x/nine_slice/window_document_memo_frame_tr@2x.png,assets/webp/nine_slice/window_document_memo_frame_tr.webp,8,28,False,"[0, 0, 8, 28]",,,window.document_memo.frame,,,False,,,production,
window.folder.composite_blank,windows/composites,window_folder_composite_blank,window-composite,Kompletní čisté okno folder.,assets/native/windows/composites/window_folder_composite_blank.png,assets/2x/windows/composites/window_folder_composite_blank@2x.png,assets/webp/windows/composites/window_folder_composite_blank.webp,172,155,False,"[0, 0, 172, 155]",windows,"[698, 115, 870, 270]",,,,False,"[8, 28, 156, 119]",,production,
window.folder.content,windows/content_surfaces,window_folder_content,window-content-surface,Přesná čistá obsahová plocha pro folder.,assets/native/windows/content_surfaces/window_folder_content.png,assets/2x/windows/content_surfaces/window_folder_content@2x.png,assets/webp/windows/content_surfaces/window_folder_content.webp,156,119,False,"[0, 0, 156, 119]",,,window.folder.composite_blank,,,False,,,production,
window.folder.frame,windows/frames,window_folder_frame,window-frame,Rám okna folder s průhledným content slotem.,assets/native/windows/frames/window_folder_frame.png,assets/2x/windows/frames/window_folder_frame@2x.png,assets/webp/windows/frames/window_folder_frame.webp,172,155,True,"[0, 0, 172, 155]",windows,"[698, 115, 870, 270]",window.folder.composite_blank,,,False,"[8, 28, 156, 119]","{""left"": 8, ""top"": 28, ""right"": 8, ""bottom"": 8}",production,
window.folder.frame.slice.b,nine_slice,window_folder_frame_b,nine-slice-piece,9-slice díl b pro window.folder.frame.,assets/native/nine_slice/window_folder_frame_b.png,assets/2x/nine_slice/window_folder_frame_b@2x.png,assets/webp/nine_slice/window_folder_frame_b.webp,156,8,False,"[0, 0, 156, 8]",,,window.folder.frame,,,False,,,production,
window.folder.frame.slice.bl,nine_slice,window_folder_frame_bl,nine-slice-piece,9-slice díl bl pro window.folder.frame.,assets/native/nine_slice/window_folder_frame_bl.png,assets/2x/nine_slice/window_folder_frame_bl@2x.png,assets/webp/nine_slice/window_folder_frame_bl.webp,8,8,False,"[0, 0, 8, 8]",,,window.folder.frame,,,False,,,production,
window.folder.frame.slice.br,nine_slice,window_folder_frame_br,nine-slice-piece,9-slice díl br pro window.folder.frame.,assets/native/nine_slice/window_folder_frame_br.png,assets/2x/nine_slice/window_folder_frame_br@2x.png,assets/webp/nine_slice/window_folder_frame_br.webp,8,8,False,"[0, 0, 8, 8]",,,window.folder.frame,,,False,,,production,
window.folder.frame.slice.c,nine_slice,window_folder_frame_c,nine-slice-piece,9-slice díl c pro window.folder.frame.,assets/native/nine_slice/window_folder_frame_c.png,assets/2x/nine_slice/window_folder_frame_c@2x.png,assets/webp/nine_slice/window_folder_frame_c.webp,156,119,True,,,,window.folder.frame,,,False,,,production,
window.folder.frame.slice.l,nine_slice,window_folder_frame_l,nine-slice-piece,9-slice díl l pro window.folder.frame.,assets/native/nine_slice/window_folder_frame_l.png,assets/2x/nine_slice/window_folder_frame_l@2x.png,assets/webp/nine_slice/window_folder_frame_l.webp,8,119,False,"[0, 0, 8, 119]",,,window.folder.frame,,,False,,,production,
window.folder.frame.slice.r,nine_slice,window_folder_frame_r,nine-slice-piece,9-slice díl r pro window.folder.frame.,assets/native/nine_slice/window_folder_frame_r.png,assets/2x/nine_slice/window_folder_frame_r@2x.png,assets/webp/nine_slice/window_folder_frame_r.webp,8,119,False,"[0, 0, 8, 119]",,,window.folder.frame,,,False,,,production,
window.folder.frame.slice.t,nine_slice,window_folder_frame_t,nine-slice-piece,9-slice díl t pro window.folder.frame.,assets/native/nine_slice/window_folder_frame_t.png,assets/2x/nine_slice/window_folder_frame_t@2x.png,assets/webp/nine_slice/window_folder_frame_t.webp,156,28,False,"[0, 0, 156, 28]",,,window.folder.frame,,,False,,,production,
window.folder.frame.slice.tl,nine_slice,window_folder_frame_tl,nine-slice-piece,9-slice díl tl pro window.folder.frame.,assets/native/nine_slice/window_folder_frame_tl.png,assets/2x/nine_slice/window_folder_frame_tl@2x.png,assets/webp/nine_slice/window_folder_frame_tl.webp,8,28,False,"[0, 0, 8, 28]",,,window.folder.frame,,,False,,,production,
window.folder.frame.slice.tr,nine_slice,window_folder_frame_tr,nine-slice-piece,9-slice díl tr pro window.folder.frame.,assets/native/nine_slice/window_folder_frame_tr.png,assets/2x/nine_slice/window_folder_frame_tr@2x.png,assets/webp/nine_slice/window_folder_frame_tr.webp,8,28,False,"[0, 0, 8, 28]",,,window.folder.frame,,,False,,,production,
window.folder.list_surface,windows/content_surfaces,window_folder_list_surface,folder-list-surface,Připravená složková plocha s řádky a scrollbarem.,assets/native/windows/content_surfaces/window_folder_list_surface.png,assets/2x/windows/content_surfaces/window_folder_list_surface@2x.png,assets/webp/windows/content_surfaces/window_folder_list_surface.webp,156,119,False,"[0, 0, 156, 119]",windows,"[706, 143, 862, 262]",,,,False,,,production,
